tornado_id,county_overlay_method,county_geoid,county_name,overlap_area_m2,estimated_exposed_pop,county_population,county_population_density_km2,county_mobile_home_share,county_median_hh_income,county_unemployment_rate,county_disability_rate,county_age_under18_share,county_age_65plus_share
21,corridor_buffer,48293,Limestone,515537.3931800586,5.136350747601762,23364.0,9.963100282442209,0.2020248931822403,45781.0,0.0592736286237741,0.1656613146456134,0.2240626605033384,0.192090395480226
22,corridor_buffer,48037,Bowie,10661622.562869078,435.50430907046126,93622.0,40.84784529769225,0.1300392392092174,51796.0,0.0481010750527479,0.1185565251026746,0.2366003717075046,0.1670013458375168
23,corridor_buffer,48419,Shelby,87845.88946387495,1.077010007754767,25263.0,12.260220874622346,0.3303123482764201,41170.0,0.0556309362279511,0.172676202239133,0.2615683014685508,0.1762261014131338
24,start_point_buffer,47157,Shelby,65.56385022232503,0.031174224829716827,936611.0,475.4788610492821,0.0098515858590336,52092.0,0.0736356671824067,0.1272965580986582,0.2500205528228902,0.1355429308432209
25,start_point_buffer,47097,Lauderdale,65.56385022232503,0.0013780603033372353,25689.0,21.01859940598782,0.1352375914661024,41905.0,0.0701277794546735,0.2231851238949614,0.2274514383588306,0.156720775429172
26,start_point_buffer,40109,Oklahoma,1639.096255569675,0.7076438280361755,792668.0,431.72804869243686,0.0297588371711682,55519.0,0.0469257464309924,0.1368010033294858,0.2550613876175145,0.1369135628030903
27,start_point_buffer,28075,Lauderdale,65.56385022232503,0.0027181264264150603,75557.0,41.45769989404185,0.1602569544669893,42922.0,0.0494152321826106,0.1833981661572659,0.235398440912159,0.1717378932461585
28,start_point_buffer,12035,Flagler,14751.866300130489,1.3220568922919584,112854.0,89.61963628156418,0.0483186913056649,57536.0,0.0404155822171438,0.1462904446125773,0.1690148333244723,0.3060148510464848
29,corridor_buffer,22075,Plaquemines,562737.0847765092,6.490328732421684,23305.0,11.533501004291045,0.2975319481026241,65234.0,0.0324440535522329,0.1417336988271244,0.2591718515340055,0.134692126153186
29,corridor_buffer,22051,Jefferson,159027.96904717013,88.73086357523233,434903.0,557.9575976909659,0.0165450534532496,54825.0,0.0537536815258875,0.14887049119069,0.220895234109675,0.1713347574056743
30,start_point_buffer,22019,Calcasieu,713.9903289258126,0.05255462886157306,202858.0,73.606919775287,0.1611016542272271,52866.0,0.0584611214777904,0.1361609478304627,0.2499186623155113,0.1474430389730747
31,start_point_buffer,22005,Ascension,1639.096255570506,0.27294595211201506,125061.0,166.52222295329028,0.1799503927242662,82594.0,0.0601678885745103,0.1257378937110919,0.2682770807845771,0.1181423465348909
32,corridor_buffer,05019,Clark,682648.6130406894,6.799838376163274,22341.0,9.960964171413277,0.1799412823184013,39500.0,0.0358723284059881,0.227280980481162,0.1897855959894364,0.1650776599077928
32,corridor_buffer,05059,Hot Spring,3215638.852576413,67.97331300438807,33667.0,21.138354187357496,0.2347826086956521,46390.0,0.0556701030927835,0.2334360799516985,0.2131761071672557,0.1873941842159978
33,corridor_buffer,05119,Pulaski,9158612.997422824,1833.010411965054,393078.0,200.14061217357383,0.0458751213199611,52930.0,0.0497649914777129,0.1564979190000853,0.2323355669867049,0.1550379314029276
34,corridor_buffer,05147,Woodruff,6887575.542198155,29.394811456895884,6477.0,4.267802404024827,0.1281588447653429,40331.0,0.0578734858681022,0.201413982717989,0.2144511347846225,0.2368380423035355
35,corridor_buffer,05065,Izard,1684335.8906415566,15.23987323683879,13596.0,9.0480012457812,0.1705415754923413,42818.0,0.1072023313905079,0.267874241940632,0.174315975286849,0.2545601647543395
36,corridor_buffer,05117,Prairie,33105300.674793858,160.64383315970318,8138.0,4.852510923787388,0.2371428571428571,42754.0,0.06015625,0.2268182954261434,0.2057016465962153,0.2380191693290735
36,corridor_buffer,05145,White,6951146.975280439,204.32325394453923,78725.0,29.394178352313713,0.1916047635891994,44000.0,0.0493524882739903,0.176702156213653,0.2335852651635439,0.1629088599555414
37,corridor_buffer,17113,McLean,247437.62880705867,13.900636180370817,172164.0,56.17834380077228,0.038054560484982,68037.0,0.0332248576956196,0.0964168162339446,0.2152075927603912,0.1320891707906414
38,corridor_buffer,28055,Issaquena,13921.43138928123,0.01591780445863199,1223.0,1.1434028594852583,0.2477396021699819,28333.0,0.0935251798561151,0.2864983534577388,0.1357318070318888,0.2256745707277187
38,corridor_buffer,22035,East Carroll,362043.62620198727,2.3072510893719778,6947.0,6.372853773386809,0.1786600496277915,24551.0,0.0638841567291311,0.1810018903591682,0.2467252051245141,0.1332949474593349
39,start_point_buffer,22037,East Feliciana,477.96046812457524,0.007827976451692836,19228.0,16.377874267318187,0.3228143992519869,54187.0,0.0672518759733824,0.1611476238624873,0.1767734553775743,0.1809340545038485
40,start_point_buffer,28141,Tishomingo,65.56385022232503,0.001157200240771465,19396.0,17.649973832339526,0.1392186901570279,38302.0,0.0449589611662379,0.2242243810717643,0.2153536811713755,0.2061765312435553
41,corridor_buffer,28007,Attala,176565.56072726587,1.6981941356435932,18308.0,9.617923952150155,0.2137314076309549,35631.0,0.0732174801942243,0.2210871134306812,0.2521848372296263,0.1933034738911951
42,corridor_buffer,28089,Madison,2776488.6710186005,158.29256848624107,105482.0,57.011782593792766,0.0420507438167381,71621.0,0.0443532202152891,0.0990871162826303,0.2498530554976204,0.1314821486130335
42,corridor_buffer,28007,Attala,582881.5498766128,5.60611041982468,18308.0,9.617923952150155,0.2137314076309549,35631.0,0.0732174801942243,0.2210871134306812,0.2521848372296263,0.1933034738911951
42,corridor_buffer,28049,Hinds,695299.0650035068,72.71341559434481,235604.0,104.57861840210883,0.0404384989842462,45380.0,0.0934300042081638,0.1292532179268873,0.2420374866301081,0.1425527580176907
43,corridor_buffer,28121,Rankin,1585476.4507486213,121.65769229401012,154119.0,76.73257602569025,0.1446821735858932,68310.0,0.0468144079541264,0.1333714324133526,0.2307891953620254,0.152239503241002
43,corridor_buffer,28049,Hinds,747687.9408625531,78.19217185132345,235604.0,104.57861840210883,0.0404384989842462,45380.0,0.0934300042081638,0.1292532179268873,0.2420374866301081,0.1425527580176907
44,corridor_buffer,28025,Clay,66246.86959285449,1.2172388022071274,19515.0,18.374284093544865,0.1737919211400407,33209.0,0.0874296435272045,0.0856148371343965,0.2279272354599026,0.1834486292595439
45,start_point_buffer,28053,Humphreys,65.56385022227208,0.0004958658525705448,8198.0,7.563098428318032,0.1129454926624737,28628.0,0.1439370078740157,0.2539780436659676,0.2629909734081483,0.1685777018785069
46,start_point_buffer,40121,Pittsburg,3887.2806797086105,0.05053267277360396,43955.0,12.999491659396172,0.1294942240297668,47511.0,0.0663454410674573,0.2422165095686946,0.2236150608576953,0.1958821522011147
47,start_point_buffer,47177,Warren,65.56385022232503,0.002397082426712628,40971.0,36.561038111462246,0.1223776223776223,42668.0,0.0381184103811841,0.2015739847056203,0.2357765248590466,0.1740011227453564
48,start_point_buffer,05093,Mississippi,6556.385022282024,0.11616459527619293,41396.0,17.71778119823728,0.0656231771339685,42986.0,0.0891260162601626,0.1840991833120141,0.2622475601507392,0.1470915064257416
49,start_point_buffer,05067,Jackson,65.56385022227208,0.000675517075609301,16908.0,10.303194112596936,0.123455166973442,37885.0,0.105865522174535,0.2306509123960008,0.1994322214336409,0.1786728176011355
50,start_point_buffer,40081,Lincoln,6556.385022281131,0.0928609424650821,34936.0,14.163436428688176,0.2119484222121428,51206.0,0.0400132934529744,0.2009153583222293,0.2385504923288298,0.1851385390428211
51,start_point_buffer,40143,Tulsa,713.9903289266264,0.31438539689040373,650291.0,440.3216460411073,0.0237039329537421,57024.0,0.054101703046294,0.1335823497958013,0.2520733025676197,0.143837143678753
52,start_point_buffer,01003,Baldwin,14751.866300131998,0.7820395844537854,218289.0,53.012925181323524,0.1018698553281883,61756.0,0.0391750571525852,0.1419536419235031,0.2152788276092702,0.204847701899775
53,corridor_buffer,01097,Mobile,2033753.9965204576,264.41910133191243,413977.0,130.01528296160996,0.0721784278514114,49625.0,0.0561686565558782,0.136014730731328,0.2347545878152651,0.1622578065931199
54,start_point_buffer,22071,Orleans,6556.385022282281,5.843561519831169,391249.0,891.277967961226,0.0045413828302397,43258.0,0.0854437494890033,0.1370576476590073,0.1995123310219323,0.1479032534268458
